Unnamed: 0,题目分类,题型,题干,选项,答案
756,专业题库,03判断题,采取劳务外包或劳务分包的项目，所需施工作业安全方案、工作票（作业票）、机具设备及工器具等应由承包方负责，并纳入本单位班组统一进行作业的组织、指挥、监护和管理。（    ）,A-正确|B-错误,B
757,专业题库,03判断题,公司对承包单位的作业人员实行安全准入管理，各单位每季度定期组织开展安全准入考试，作业人员经准入考试合格后方可从事现场生产施工作业，对因作业需要临时新增或重新准入的进场作业人员，应采取动态考试方式实施准入。（    ）,A-正确|B-错误,B
758,专业题库,03判断题,安全准入考试作为进入公司所属生产经营区域作业的基本条件，可替代专业部门、承包单位按照国家法律法规应开展的安全教育培训和考试。（    ）,A-正确|B-错误,B
759,专业题库,03判断题,邻近带电设备的起重作业，起重指挥和司机应一同参加现场勘察。（    ）,A-正确|B-错误,A
760,专业题库,03判断题,强化外包人员作业行为管控，严肃查纠外包人员作业现场违章，实行安全记分“淘汰”制。（    ）,A-正确|B-错误,A
761,专业题库,03判断题,故障抢修方案应按照相应风险等级要求组织编审批，抢修工作结束前完成即可。（    ）,A-正确|B-错误,B
762,专业题库,03判断题,要加强组织领导，强化责任和措施落实，全面提高作业人员安全意识、作业风险辨识能力和现场安全管控水平，确保不发生生产作业现场人身伤亡事故、恶性误操作事件以及运维检修管理责任的设备故障跳闸（临停）事件。（    ）,A-正确|B-错误,A
763,专业题库,03判断题,依据严重违章释义，将高风险作业定级为低风险，属于Ⅱ类严重违章。（    ）,A-正确|B-错误,B
764,专业题库,03判断题,依据严重违章释义，地市级或县级单位，应每年对工作票“三种人”进行培训考试，合格后书面公布“三种人”名单。（    ）,A-正确|B-错误,A
765,专业题库,03判断题,依据严重违章释义，设备的双重名称，或名称及编号应唯一、正确、清晰。（    ）,A-正确|B-错误,A
766,专业题库,03判断题,依据严重违章释义，作业中可使用金具U型环代替卸扣。（    ）,A-正确|B-错误,B
767,专业题库,03判断题,依据严重违章释义，“作业现场存在重大事故隐患而不排除，冒险组织作业；存在重大事故隐患被要求停止施工、停止使用有关设备、设施、场所或者立即采取排除危险的整改措施，而未执行的。”属于I类严重行为违章。（    ）,A-正确|B-错误,B
768,专业题库,03判断题,依据严重违章释义，劳务分包人员可以担任工作负责人（作业负责人）。（    ）,A-正确|B-错误,B
769,专业题库,03判断题,依据严重违章释义，开始工作前，必须履行工作许可程序。（    ）,A-正确|B-错误,A
770,专业题库,03判断题,国家电网公司生产现场作业“十不干”要求：“四不两直”督查人员不在现场的不干。（    ）,A-正确|B-错误,B
771,专业题库,03判断题,国家电网公司生产现场作业“十不干”禁令规定，不得使用不合格的或超出检验期的安全工器具。（    ）,A-正确|B-错误,A
772,专业题库,03判断题,国家电网公司生产现场作业“十不干”禁令规定，工作负责人（作业负责人、专责监护人）应全程在现场。暂时离开作业现场时，应指定能胜任的人员临时代替。长时间离开作业现场时，应由原工作票签发人变更工作负责人。（    ）,A-正确|B-错误,A
773,专业题库,03判断题,国家电网公司生产现场作业“十不干”禁令规定，无日计划作业，以及无票作业，均属于I类严重违章。（    ）,A-正确|B-错误,A
774,专业题库,03判断题,国家电网公司生产现场作业“十不干”禁令规定，作业点未在接地保护范围，属于I类严重行为违章。（    ）,A-正确|B-错误,A
775,专业题库,03判断题,国家电网公司生产现场作业“十不干”禁令规定，漏挂接地线或漏合接地刀闸，属于I类严重行为违章。（    ）,A-正确|B-错误,A
776,专业题库,03判断题,国家电网有限公司作业安全风险管控工作规定，各类生产施工作业均应纳入计划管控，严禁无计划作业。,A-正确|B-错误,A
777,专业题库,03判断题,按照“谁安排计划、谁组织辨识”的原则，作业风险的辨识工作由作业管理单位负责组织有关专业管理部门、设备运维管理单位共同开展。施工作业单位不需要参加。,A-正确|B-错误,B
778,专业题库,03判断题,作业风险定级应以每日作业计划为单元进行，同一作业计划内包含多个不同等级工作或不同类型的风险时，按就低原则定级。,A-正确|B-错误,B
779,专业题库,03判断题,因现场作业条件变化、作业内容变更等引起作业风险等级调整的，不需重新履行识别、评估、定级和管控措施制定审核等流程。,A-正确|B-错误,B
780,专业题库,03判断题,国家电网有限公司作业安全风险管控工作规定，各单位应建立健全风险告知与公示制度，做好作业风险告知与公示工作。,A-正确|B-错误,A
781,专业题库,03判断题,国家电网有限公司作业安全风险管控工作规定，县供电公司级单位对所辖范围内的全部作业现场及相关管控措施落实情况开展督查。,A-正确|B-错误,A
782,专业题库,03判断题,变电站（换流站）保护及自动装置更换或改造作业不需要现场勘察。,A-正确|B-错误,B
783,专业题库,03判断题,配电线路杆塔组立、导线架设、电缆敷设等检修、改造项目施工作业需要现场勘察。,A-正确|B-错误,A
784,专业题库,03判断题,新装（更换）配电箱式变电站、开闭所、环网单元、电缆分支箱、变压器、柱上开关等设备作业不需要现场勘察。,A-正确|B-错误,B
785,专业题库,03判断题,涉及多专业、多单位、多班组的大型复杂作业和非本班组管辖范围内设备检修（施工）的作业需要现场勘察。,A-正确|B-错误,A
786,专业题库,03判断题,使用吊车、挖掘机等大型机械的作业不需要现场勘察。,A-正确|B-错误,B
787,专业题库,03判断题,跨越铁路、高速公路、重要输电线路、通航河流等施工作业需要现场勘察。,A-正确|B-错误,A
788,专业题库,03判断题,输变电工程建设施工将风险从大到小分别对应为极高风险、高度风险、显著风险、一般风险、稍有风险。,A-正确|B-错误,A
789,专业题库,03判断题,风险作业过程管控，可以不开具施工作业票开展风险作业。,A-正确|B-错误,B
790,专业题库,03判断题,风险作业开始实施前，作业班组负责人必须召开站班会，宣读作业票进行交底。,A-正确|B-错误,A
791,专业题库,03判断题,一张施工作业票可包涵最多一项三级及以上风险作业和多项四级、五级风险作业，按其中最低的风险等级确定作业票种类。,A-正确|B-错误,B
792,专业题库,03判断题,作业票终结以最高等级的风险作业为准，未完成的其他风险作业延续到后续作业票。,A-正确|B-错误,A
793,通用题库,04简答题,安全生产“三管三必须”指的是什么？,\,管行业必须管安全，管业务必须管安全，管生产经营必须管安全
794,通用题库,04简答题,新《安全生产法》规定，从业人员保证安全生产的义务有哪些？,\,"(1)在作业过程中必须遵守本单位的安全生产规章制度和操作规程，服从管理，不得违章作业。
(2)接受安全生产教育和培训，掌握本职工作所需要的安全生产知识。
(3)发现事故隐患应当及时向本单位安全生产管理人员或主要负责人报告。
(4)正确佩戴和使用劳动防护用品。"
795,通用题库,04简答题,依据新《安全生产法》，从业人员保证安全生产的义务有哪些？,\,"(1)在作业过程中必须遵守本单位的安全生产规章制度和操作规程，服从管理，不得违章作业。
(2)接受安全生产教育和培训，掌握本职工作所需要的安全生产知识。
(3)发现事故隐患应当及时向本单位安全生产管理人员或主要负责人报告。
(4)正确佩戴和使用劳动防护用品。"
796,通用题库,04简答题,依据《电力安全事故应急处置和调查处理条例》，事故造成电网大面积停电的，有关地方人民政府及有关部门应当立即组织开展哪些应急处置工作？,\,（一）加强对停电地区关系国计民生、国家安全和公共安全的重点单位的安全保卫，防范破坏社会秩序的行为，维护社会稳定；（二）及时排除因停电发生的各种险情；（三）事故造成重大人员伤亡或者需要紧急转移、安置受困人员的，及时组织实施救治、转移、安置工作；（四）加强停电地区道路交通指挥和疏导，做好铁路、民航运输以及通信保障工作；（五）组织应急物资的紧急生产和调用，保证电网恢复运行所需物资和居民基本生活资料的供给。
797,通用题库,04简答题,请分析一下《国家电网公司安全工作规定》对公司各级单位作业安全风险管控工作是如何要求的？,\,公司各级单位应针对运维、检修、施工等生产作业活动，从计划编制、作业组织、现场实施等关键环节，分析辨识作业安全风险，开展安全承载能力分析，实施作业安全风险预警，制定落实风险管控措施，落实到岗到位要求。
798,通用题库,04简答题,根据《国家电网公司安全工作奖惩规定》，请简述一下公司所属各级单位发生八级事件，有哪几条处罚规定？,\,1.对主要责任者给予通报批评。2.对事故责任者所在单位二级机构负责人及上述有关责任人员给500~1000元的经济处罚。
